epoch,train_loss,val_loss,train_dice_macro,val_dice_macro,val_iou_macro,val_f1_macro,learning_rate,val_dice_Neoplastic,val_iou_Neoplastic,val_f1_Neoplastic,val_dice_Inflammatory,val_iou_Inflammatory,val_f1_Inflammatory,val_dice_Connective_Soft_tissue,val_iou_Connective_Soft_tissue,val_f1_Connective_Soft_tissue,val_dice_Dead,val_iou_Dead,val_f1_Dead,val_dice_Epithelial,val_iou_Epithelial,val_f1_Epithelial
1,1.1089003169937601,1.0443418751279991,0.19853466242441692,0.22473685319276013,0.1911701781881761,0.22473685163717647,9.990232305719945e-05,0.9112894906801005,0.8370356333286143,0.9112894856828844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21239477528370015,0.11881525761226619,0.21239477250299807
2,1.0215825806699397,1.0233048706887715,0.2241912117512274,0.2254672343069041,0.1941645153904664,0.225467232649535,9.960967771506666e-05,0.9230164307103458,0.8570385445333575,0.9230164257106279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20431974082417473,0.11378403241897456,0.20431973753704719
3,1.0051845990189718,1.0151647221611206,0.22333941404355778,0.1916589554425281,0.18398578719773864,0.1916589544442674,9.912321891107009e-05,0.9582947772126404,0.9199289359886932,0.958294772221337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.99089071637629,1.0075137658291553,0.22844552786925099,0.23374947334890014,0.2009661734011043,0.23374946991745923,9.844486647586723e-05,0.9386875394896127,0.8844591714660506,0.9386875344911837,0.0,0.0,0.0,0.07346043563282574,0.03813076927748218,0.07346043071862271,0.04180634642652902,0.021349444346445205,0.04180634387192322,0.11479304519553322,0.060891481915543604,0.11479304050556652
5,0.9815806141322542,1.0039297374616187,0.22772962709220418,0.21348348851165802,0.19039137455972516,0.2134834859756336,9.757729755661011e-05,0.9392781875237519,0.8855085060719294,0.9392781825257964,0.0002390589905130221,0.00011954378426470528,0.00023905884726079413,0.08593190983767339,0.04489490749014354,0.08593190483905752,0.041968286206351645,0.021433915452288003,0.04196828366605321,0.0,0.0,0.0
6,0.9771587332818851,1.0026718690452805,0.2245084010028758,0.2451806841897358,0.2027332102915011,0.24518067998650053,9.652393605146844e-05,0.9185406424780772,0.8493529008642905,0.918540637478492,0.03314460822654668,0.01685157351434017,0.03314460328135437,0.048502631288576965,0.024854059280952724,0.04850262704045085,0.04190597964507708,0.021401413420118216,0.04190597710085678,0.183809559310401,0.10120610437780377,0.1838095550313486
7,0.9729740783708904,1.0008699897542057,0.22679413465151468,0.21241192289429986,0.18962112293744013,0.21241191956108244,9.528893909706797e-05,0.9391927808023426,0.8853567017697164,0.9391927758043508,0.0331238669251147,0.016840850508125806,0.03312386198567834,0.04842250112935979,0.024811979620272033,0.04842249688418906,0.041320465614682125,0.021096082789086534,0.041320463131193995,0.0,0.0,0.0
8,0.9706039040460499,0.9993787217571075,0.22451886076204414,0.21256230882860688,0.1896970353412289,0.2125623054792563,9.387718066217124e-05,0.9391825228716285,0.8853384706801698,0.9391825178736514,0.03320544399519225,0.01688302618787149,0.033205439053367744,0.04861427831144462,0.024912695512283523,0.04861427405595075,0.04180929896476903,0.02135098432581966,0.04180929641331163,0.0,0.0,0.0
9,0.9673088198408074,0.9989355949752302,0.22435192124376316,0.21456309098153054,0.19051605735470928,0.2145630875271911,9.229423231234974e-05,0.938499907234526,0.8841260718023097,0.9384999022363472,0.03320568154918673,0.01688314900936966,0.03320567660736618,0.048824639268827616,0.025023193840727542,0.04882463500001478,0.036794278216694586,0.018741937132941925,0.03679427597747222,0.01549094863841786,0.007805934988197427,0.015490947814755147
10,0.9675150165499533,1.000191856220544,0.22390709290019095,0.21200495932055025,0.1875488725858502,0.21200495571033945,9.054634122155989e-05,0.9319550985131011,0.8725804478965838,0.931955093513952,0.033205704489139634,0.01688316086991431,0.03320569954735096,0.040231695041186843,0.020528801766713112,0.04023169013518725,0.03782550729601077,0.01927734125413334,0.03782550498863339,0.016806791263312956,0.00847461114190636,0.01680679036657362
