epoch,train_loss,val_loss,train_dice_macro,val_dice_macro,val_iou_macro,val_f1_macro,train_mPQ,val_mPQ,train_bPQ,val_bPQ,learning_rate,val_dice_Neoplastic,val_iou_Neoplastic,val_f1_Neoplastic,val_pq_Neoplastic,val_dice_Inflammatory,val_iou_Inflammatory,val_f1_Inflammatory,val_pq_Inflammatory,val_dice_Connective_Soft_tissue,val_iou_Connective_Soft_tissue,val_f1_Connective_Soft_tissue,val_pq_Connective_Soft_tissue,val_dice_Dead,val_iou_Dead,val_f1_Dead,val_pq_Dead,val_dice_Epithelial,val_iou_Epithelial,val_f1_Epithelial,val_pq_Epithelial
1,1.0656356305948325,1.033725532549846,0.21792940220277018,0.21913868895052838,0.19230330430434686,0.2191386860161036,0.1327866426062586,0.17092978049518587,0.9999999999962799,0.999999999992073,9.990232305719945e-05,0.9326608820947727,0.8738187015249888,0.9326608770954646,0.8546489024759294,0.01229457565436186,0.006185310712430787,0.012294570655586546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1507379870035073,0.08151250928431479,0.1507379823294666,0.0
2,1.002880644585405,1.0186033810995803,0.2330065679341129,0.20810900079813405,0.1886289796875667,0.20810899756405457,0.1674923114638161,0.17525213455657748,0.9999999999962799,0.999999999992073,9.960967771506666e-05,0.9438189030537426,0.8936146516753722,0.9438188980575529,0.8762606727828874,0.012577905508655054,0.006328753989159111,0.012577900519575485,0.0,0.0,0.0,0.0,0.0,0.02160748409281938,0.01092173768303576,0.021607481886663626,0.0,0.06254071133545316,0.032279755090266316,0.06254070735648086,0.0
3,0.9888457125496297,1.0111372923549218,0.2305017609564059,0.22260383518423527,0.1941415128515446,0.22260383190373445,0.1713277345857826,0.17445335411575236,0.9999999999962799,0.999999999992073,9.912321891107009e-05,0.9353477325306812,0.8785476357966202,0.9353477275322544,0.8722667705787618,0.0,0.0,0.0,0.0,0.0863193058094249,0.04510643080189256,0.08631930082516777,0.0,0.021630194375575878,0.010933342347867483,0.02163019215854533,0.0,0.06972194320549437,0.036120155311342717,0.0697219390027049,0.0
4,0.9814061627146744,1.0065521854388564,0.22564875039247534,0.2294713024036253,0.19713301461837068,0.2294712984612138,0.17216279395419776,0.17322145900072192,0.9999999999962799,0.999999999992073,9.844486647586723e-05,0.9318628720644261,0.8724187631839649,0.9318628670652347,0.8661072950036096,0.0,0.0,0.0,0.0,0.08657067546727643,0.045243727770513685,0.08657067048123784,0.0,0.014204216490785463,0.007152908979232683,0.01420421175793863,0.0,0.11471874799563832,0.06084967315814209,0.11471874300165787,0.0
5,0.9758588960837751,1.0039105554924737,0.22619701470373985,0.23998839871393401,0.19570902625754846,0.23998839471760797,0.17414075681845126,0.15275120580323867,0.9999999999962799,0.999999999992073,9.757729755661011e-05,0.899000694654869,0.8165315729904649,0.8990006896597184,0.7637560290161933,0.02229106177551279,0.01127115388148312,0.022291057005067873,0.0,0.06484085975187874,0.033506732548913266,0.06484085502323396,0.0,0.021650023601735853,0.010943475047398519,0.021650021388259586,0.0,0.1921593537856737,0.10629219681948256,0.1921593505117601,0.0
6,0.971875953177611,1.0009622694570808,0.223785263200436,0.22053585303334514,0.19305822220904467,0.22053584893265174,0.17417457740904285,0.17481545522129519,0.9999999999962799,0.999999999992073,9.652393605146844e-05,0.9361278809614043,0.8799251942116577,0.9361278759631494,0.8740772761064759,0.0274782701083588,0.013930528466151951,0.02747826518508945,0.0,0.055918076527365655,0.028763230526562107,0.05591807199615173,0.0,0.021628685727431565,0.010932571439646183,0.02162868350409968,0.0,0.06152635184216529,0.031739586401205326,0.06152634801476838,0.0
7,0.9677699314696449,1.0003763633438303,0.22777039854643827,0.23751402200254307,0.19896670930370242,0.2375140176380695,0.17388277305805772,0.16575880629172718,0.9999999999962799,0.999999999992073,9.528893909706797e-05,0.9209710826496523,0.8535184440757894,0.9209710776496723,0.828794031458636,0.027123048147995255,0.013747967465752972,0.02712304321175394,0.0,0.05648584503467763,0.029063768272727344,0.05648584047813011,0.0,0.024034244264506916,0.012163289872177414,0.02403424146706393,0.0,0.15895588991588316,0.08634007683206488,0.158955885383727,0.0
8,0.9716514936160474,0.9994625490677508,0.2258065236362466,0.22136467863366413,0.19331635862587798,0.2213646744854832,0.17598272574411783,0.1745405084162174,0.9999999999962799,0.999999999992073,9.387718066217124e-05,0.9353819892344791,0.8786080826886314,0.9353819842360716,0.872702542081087,0.02749142402103349,0.01393728998485563,0.02749141909897912,0.0,0.05641327663100482,0.02902534574491154,0.0564132720765265,0.0,0.021564493398898498,0.01089977071627961,0.021564491194564037,0.0,0.06597220988290467,0.03411130399471167,0.06597220582127465,0.0
9,0.9648513875546909,1.000019598233549,0.22955055292990786,0.21592739303929692,0.19094417275805678,0.21592738916554258,0.17492555390381825,0.17502206301251338,0.9999999999962799,0.999999999992073,9.229423231234974e-05,0.9373642096937129,0.8821124022404075,0.9373642046958437,0.8751103150625669,0.027494266544157903,0.01393875114166983,0.027494261621081744,0.0,0.05636882228535574,0.029001810081908233,0.056368817732349696,0.0,0.021591911276291287,0.010913780326393858,0.021591909049444295,0.0,0.03681775539696676,0.018754119999904298,0.0368177527289935,0.0
10,0.9376004244245234,0.9725349832184708,0.36374870797629705,0.40381946173776295,0.31081976546260215,0.40381945701838495,0.2007568130137221,0.19780616324575423,0.9999999999962799,0.999999999992073,9.054634122155989e-05,0.9436658745139543,0.8933403283546766,0.9436658695145214,0.8767056863717765,0.3360099925112973,0.20193029465267304,0.3360099875116029,0.011215739134130655,0.1886456426222123,0.1041461831329932,0.18864563762423736,0.01673334365273177,0.06416794010546199,0.03314747256999029,0.06416793619460075,0.0,0.4866078589358887,0.3215345486026775,0.48660785424696223,0.08437604707013226
