epoch,train_loss,val_loss,train_dice_macro,val_dice_macro,val_iou_macro,val_f1_macro,learning_rate,val_dice_Neoplastic,val_iou_Neoplastic,val_f1_Neoplastic,val_dice_Inflammatory,val_iou_Inflammatory,val_f1_Inflammatory,val_dice_Connective_Soft_tissue,val_iou_Connective_Soft_tissue,val_f1_Connective_Soft_tissue,val_dice_Dead,val_iou_Dead,val_f1_Dead,val_dice_Epithelial,val_iou_Epithelial,val_f1_Epithelial
1,1.0681390618392188,1.0410372151268854,0.21561845306081207,0.2216131311668693,0.19296795062021121,0.22161312943695233,9.990232305719945e-05,0.9281999862046796,0.8660197557918077,0.9281999812046806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17986566962966694,0.09881999730924838,0.17986566598008102
2,1.0115493412357366,1.015234542868988,0.22147911821942814,0.19549212159806173,0.1859171567304378,0.19549212025953905,9.960967771506666e-05,0.9582867656000632,0.9199141701910601,0.9582867606081978,0.0,0.0,0.0,0.0,0.0,0.0,0.0008732035655811467,0.00043679248716918095,0.0008732030373016437,0.018300638824664258,0.009234820973959564,0.018300637652195795
3,0.9920283408356894,1.0045162456774572,0.24723280456772975,0.29171118636643356,0.23907731141674274,0.29171118333064044,9.912321891107009e-05,0.941603129560412,0.8896503342544204,0.9416031245604191,0.009944786545101557,0.004997241522679462,0.009944785277594329,0.07921406470635436,0.041240443951003986,0.07921406147923332,0.045914443569424264,0.023496639345358932,0.0459144420596441,0.3818795074508754,0.23600189801025087,0.3818795032763116
4,0.958123180334782,0.9823876549625954,0.3831877815458581,0.38107915776900214,0.3015208838094019,0.3810791539382931,9.844486647586723e-05,0.963176122605339,0.9289679217511998,0.9631761176077587,0.13330769640803783,0.07141385655874938,0.13330769448234045,0.21596151417592563,0.12105204898434112,0.21596151049661041,0.08122272074541509,0.042330457851246214,0.08122271717052479,0.5117277349102932,0.3438401339014729,0.5117277299342313
5,0.9404486109597764,0.971861790146744,0.4456980863534099,0.44668867581394844,0.34428627911127274,0.44668867144945545,9.757729755661011e-05,0.9585763981364334,0.9204481216107612,0.9585763931364664,0.31019222541976316,0.18356657490040112,0.310192220922675,0.36081948624309174,0.22012187383567294,0.3608194813137988,0.078017917300789,0.0405924269550013,0.07801791481470118,0.5258373519696649,0.3567023982545271,0.5258373470596358
6,0.9237585091738509,0.9706418570022137,0.47488539178055944,0.40705121870520794,0.31989109263837545,0.4070512148429426,9.652393605146844e-05,0.9657764563269724,0.9338178986885499,0.9657764513289935,0.09564917959809896,0.050226659170873156,0.095649178232234,0.26960103844559946,0.15580282029493328,0.2696010342746918,0.1634067274513581,0.08897273549553976,0.1634067236634266,0.540822691704011,0.370635349541981,0.540822686715367
7,0.9032655553921088,0.9604255323521576,0.5011365294037892,0.4663434831813945,0.35657776917037043,0.4663434788409215,9.528893909706797e-05,0.9557547219200807,0.9152588400279401,0.955754716920302,0.4462184630010623,0.287182240473081,0.44621845811332683,0.2412902777064293,0.13719732975135743,0.241290272808862,0.1686893988099066,0.09211402953725178,0.16868939674151334,0.5197645544694939,0.35113640606222196,0.5197645496206035
8,0.8823936878712184,0.9483957165165952,0.5278244050334493,0.5158768719919777,0.3942017940435729,0.5158768672654658,9.387718066217124e-05,0.9637527093983529,0.9300412344999196,0.9637527043983531,0.46521384171573005,0.30311313351678276,0.4652138368516961,0.3529249740086063,0.21427376922078978,0.35292496912188026,0.23766511386523403,0.13485808840026545,0.2376651099761473,0.5598277209719654,0.3887227445801071,0.5598277159792524
9,0.8660423836840934,0.948878186139447,0.547606926718693,0.5252385849522743,0.3989602025026701,0.5252385801278001,9.229423231234974e-05,0.9559325737686364,0.9155850951304395,0.9559325687692214,0.5127602018280657,0.3447730503569993,0.5127601968746986,0.33310664801817896,0.19983680876892226,0.33310664305341975,0.2884215976418312,0.1685120572007986,0.28842159332897443,0.5359719035046587,0.366094001056191,0.5359718986126865
10,0.8573147763408744,0.9458991676046137,0.5532645429715775,0.49650241281433294,0.37886745094902113,0.496502408405917,9.054634122155989e-05,0.9598413533823532,0.9227836123879114,0.9598413483824799,0.46645118073614217,0.3041645462320857,0.4664511762311831,0.3215869093810523,0.1916017642965718,0.3215869043816859,0.20053965124217904,0.11144432906266194,0.20053964845854474,0.534092969329938,0.364343002765875,0.5340929645756913
