epoch,train_loss,val_loss,train_dice_macro,val_dice_macro,val_iou_macro,val_f1_macro,train_mPQ,val_mPQ,train_bPQ,val_bPQ,learning_rate,val_dice_Neoplastic,val_iou_Neoplastic,val_f1_Neoplastic,val_pq_Neoplastic,val_dice_Inflammatory,val_iou_Inflammatory,val_f1_Inflammatory,val_pq_Inflammatory,val_dice_Connective_Soft_tissue,val_iou_Connective_Soft_tissue,val_f1_Connective_Soft_tissue,val_pq_Connective_Soft_tissue,val_dice_Dead,val_iou_Dead,val_f1_Dead,val_pq_Dead,val_dice_Epithelial,val_iou_Epithelial,val_f1_Epithelial,val_pq_Epithelial
1,1.1877854793064366,1.059790174863492,0.16594193042806862,0.2664445621446026,0.22721953205268414,0.26644455845542536,0.06827798819624306,0.18035769030073745,0.99999999999613,0.9999999999926525,9.990232305719945e-05,0.9482438604785736,0.9015814834321259,0.9482438554802071,0.8946338536790254,0.012006809274497711,0.006039663179186203,0.01200680427609205,0.0,0.0,0.0,0.0,0.0,1.4505051384143476e-05,7.252578291582131e-06,1.450157236115191e-05,0.0,0.37195763591855746,0.22846926107381707,0.3719576309484666,0.007154597824661882
2,1.0322607716908765,1.0285563667615254,0.3022725716518956,0.336194699630124,0.27234897728298046,0.336194696694304,0.1952477559318535,0.19627172995699457,0.99999999999613,0.9999999999926525,9.960967771506666e-05,0.9570686025700063,0.9176716751729099,0.9570685975705177,0.9115798073720228,0.018899881282152677,0.00954009396273447,0.018899879931497655,0.0,0.26666783007563993,0.1538469283053097,0.2666678262639819,0.03951491043163774,0.0,0.0,0.0,0.0,0.43833718422282103,0.280686188973948,0.4383371797055226,0.030263931981312265
3,0.9948318687385819,1.0104074882485017,0.3715743537585184,0.3719652905159298,0.3010433515493868,0.37196528748567564,0.22448162368135643,0.2215498309008715,0.99999999999613,0.9999999999926525,9.912321891107009e-05,0.9597016324574633,0.92252536618368,0.9597016274575857,0.9172291786429626,0.003325849271945729,0.001665694560493515,0.0033258487614639064,0.0,0.39512716971264666,0.2462046601174617,0.395127164815322,0.06427572596313487,0.0,0.0,0.0,0.0,0.5016718011375934,0.3348210368852989,0.5016717963940065,0.12624424989825986
4,0.9676358301204055,0.9952730700286508,0.43556897606307,0.43761783059102655,0.3354630466949534,0.4376178261181104,0.2451886249512289,0.2236674706971681,0.99999999999613,0.9999999999926525,9.844486647586723e-05,0.9614928478298939,0.9258413346703678,0.9614928428298969,0.9213428428560622,0.2443404783774419,0.13917304316022824,0.244340473958303,0.00812200833241077,0.29863683151030995,0.17552797488581556,0.29863682658084184,0.009618791446622805,0.17552468369190416,0.09620556777226555,0.17552468045855585,0.0,0.5080943115455832,0.34056731298608983,0.5080943067629544,0.1792537108507448
5,0.9506800846418729,0.9773083709136784,0.4588661686611143,0.4664688986622442,0.3595769601267027,0.4664688945761365,0.24591054035358795,0.25344995720502334,0.99999999999613,0.9999999999926525,9.757729755661011e-05,0.9684392854510712,0.9388097780308948,0.9684392804523124,0.9364187804769952,0.33295919105304,0.19973067801703331,0.3329591867658254,0.006601847748984271,0.27360807216529975,0.15848549089804212,0.273608068375849,0.02672859303907815,0.19031945122565055,0.10516742933140828,0.19031944887053504,0.0,0.5670184934161598,0.39569142435613497,0.5670184884161606,0.297500564760059
6,0.9378774874719673,0.9679878075220432,0.49740631258783913,0.5263751117690787,0.4031767943750647,0.5263751072334512,0.25217558340415336,0.27025253607569344,0.99999999999613,0.9999999999926525,9.652393605146844e-05,0.9690169982341245,0.9398961928318746,0.9690169932346109,0.9365726946302746,0.4445176898140717,0.28577482810520555,0.44451768524172147,0.025417723608010326,0.40717357824085065,0.25562959822775916,0.40717357358019873,0.08514444075462498,0.24463148874925916,0.13936189875877034,0.24463148528997694,0.015767486945044668,0.5665358038070875,0.3952214539517137,0.5665357988207479,0.2883603344405128
7,0.9223924810672323,0.9623781644810013,0.5214312687170487,0.5378758123491341,0.41105792742701086,0.537875807638797,0.26450529647463283,0.2756378086941455,0.99999999999613,0.9999999999926525,9.528893909706797e-05,0.9673349303029124,0.9367363714419636,0.9673349253029293,0.9329956308985602,0.46891600390102883,0.3062640619951445,0.4689159989681871,0.06217283017698034,0.39965483207779606,0.24973039572249583,0.39965482732178464,0.08301918352804034,0.2874950823079307,0.16787985794247282,0.2874950784158114,0.00551386823605177,0.5659782131560028,0.3946789500329773,0.5659782081852733,0.2944875306310948
8,0.9040445659551827,0.9554649162710759,0.5517898003955246,0.5611342640948046,0.43230230331329594,0.5611342591826566,0.27983115865846503,0.2897822856214381,0.99999999999613,0.9999999999926525,9.387718066217124e-05,0.9697924986252391,0.9413564717118628,0.9697924936254038,0.9382232707146368,0.5174593413517198,0.34903551436054236,0.5174593364533554,0.07561777030364397,0.4503616691975858,0.2906237282891584,0.4503616642282846,0.07993626527816397,0.2763273439015261,0.16031312147574003,0.2763273392031469,0.011414290367126956,0.5917304673979523,0.4201826807291762,0.5917304624030923,0.3437198314436188
9,0.8912939438509867,0.9563074042225441,0.5536845599925543,0.5151474261422325,0.3912738724341388,0.5151474212529781,0.28329657801370817,0.23793212871014333,0.99999999999613,0.9999999999926525,9.229423231234974e-05,0.9599339259827505,0.9229547525524132,0.9599339209828988,0.9165813945725476,0.4847047630374018,0.3198748014340691,0.4847047582452525,0.054712973603586165,0.32841333800846917,0.19646802973242022,0.32841333311693055,0.039662905994600844,0.27804581622123115,0.1614710883950868,0.27804581130262795,0.011062475490586946,0.5246392874613098,0.3556006900567047,0.5246392826171803,0.16764089388939493
10,0.8712704900433036,0.945536532597235,0.5813334292785094,0.5781760793314367,0.445650896289622,0.5781760743834574,0.29411058772711784,0.2966242879802792,0.99999999999613,0.9999999999926525,9.054634122155989e-05,0.9643832007827793,0.9312162582836779,0.9643831957830883,0.9279856800599452,0.5639356534710901,0.3926952541048531,0.5639356484718588,0.09405233414792362,0.4591024833828152,0.2979448525497708,0.45910247853592495,0.08340898712302411,0.30669836634040515,0.18112447318530187,0.30669836143766976,0.016269971420094273,0.5967606926800935,0.4252736433245065,0.5967606876887454,0.3614044671504086
11,0.8540937160559852,0.9371824327268099,0.5838498171742089,0.5847059451708744,0.451978743428859,0.5847059402661964,0.29837280107534714,0.309518200407596,0.99999999999613,0.9999999999926525,8.864040551740155e-05,0.9684687878603649,0.9388652291495242,0.9684687828603712,0.9357528174484508,0.5684466594342603,0.39708381331401477,0.5684466544946926,0.12851214557101456,0.4721093051379916,0.30899416216461095,0.47210930015252955,0.09562982840254342,0.31518912911217517,0.18707686100463233,0.3151891244846774,0.017716343442130234,0.5993158443095798,0.42787365151151247,0.5993158393387114,0.369979867173841
12,0.8423785198214623,0.9331295999170047,0.5957642341378724,0.573643570313891,0.4426735279478587,0.5736435656688802,0.311162317342961,0.3071471240003942,0.99999999999613,0.9999999999926525,8.658394705735986e-05,0.966168801534228,0.9345517943045667,0.9661687965343208,0.9301996611214217,0.5698731251194277,0.39847732052935303,0.5698731203119488,0.14936361908785722,0.44849071013437164,0.2890673701175286,0.448490705136949,0.08725696503821753,0.29146224801452986,0.1705916346746364,0.29146224459270537,0.03330610768889723,0.5922229667668981,0.42067952011320886,0.5922229617684772,0.3356092670655773
13,0.8296807641768972,0.9338222865821325,0.6080088047585461,0.5788486715010581,0.445646227088771,0.5788486666433006,0.3189711521549375,0.3106734847846317,0.99999999999613,0.9999999999926525,8.438508174347008e-05,0.9625144661778892,0.9277377224065695,0.962514461178374,0.924231691090282,0.5593007388423072,0.3882147745344673,0.5593007340037468,0.13175300830495515,0.44736912357058356,0.28813617606227043,0.44736911867949464,0.09290338889186117,0.3202701625756986,0.19066766300156998,0.3202701579953018,0.01792782700518655,0.604788866338812,0.43347479943897754,0.6047888613595859,0.3865515086308737
14,0.8281375206660929,0.9363091870358116,0.6107032349700028,0.5579888223007234,0.4272742597831224,0.5579888176230614,0.3218549478294821,0.2884966299937729,0.99999999999613,0.9999999999926525,8.205248749256013e-05,0.9581970108521751,0.9197487632819734,0.9581970058532616,0.9078032776864297,0.5406118977178905,0.37043737500155843,0.5406118931359136,0.09142124632562361,0.37486839850157894,0.2306695643330908,0.37486839364274266,0.062081874932106484,0.3191305839021774,0.18986042630429106,0.3191305799259239,0.016870421091178648,0.597136220529795,0.4256551699946982,0.5971362155574657,0.36430632993352585
15,0.8144022695051258,0.9341354347460451,0.6168971498397152,0.5745956700060292,0.4414812032432929,0.5745956652125139,0.3224125083978877,0.3015079850660104,0.99999999999613,0.9999999999926525,7.959536998847742e-05,0.9684472134658564,0.9388246787832233,0.9684472084658847,0.9353111842387574,0.48933837230887256,0.3239232157215577,0.4893383678468234,0.062442218286511815,0.47632725659144104,0.31261782338237853,0.4763272516323459,0.10461050070179173,0.34066292314241997,0.205300615464798,0.3406629185583069,0.027716550320784784,0.598202584521556,0.4267396828645065,0.5982025795592087,0.3774594717822061
